id                                  , title                                   , slug                                        , description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , poster_url                                                                                                   , backdrop_url                                                       , trailer_url                                     , release_year, rating, imdb_rating, director                                                                                , actors                                                                                                                                                                                                             , genres                                                                          , status, featured, trending, popular, new_release, show_in_hero, views_count, display_order, created_at                   , updated_at                   , hero_only, hero_order, tmdb_id, language, has_hindi_dub, available_subs, language_description                                                , platforms
01548668-4b37-43d2-9947-5135e88ba7ae, Silo                                    , silo-2023                                   , "In a ruined and toxic future, thousands live in a giant silo deep underground. After its sheriff breaks a cardinal rule and residents die mysteriously, engineer Juliette starts to uncover shocking secrets and the truth about the silo."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://image.tmdb.org/t/p/w500/gMYZZvnkVNTqSVnVCphWbPXwWwb.jpg                                              , https://image.tmdb.org/t/p/original/uTWhbLc7Bj4qNSdW3ZvZKL8cOHv.jpg, https://www.youtube.com/watch?v=8ZYhuvIv1pA     ,         2023,      0,       8.2  , Graham Yost                                                                             , "[""Rebecca Ferguson"",""Common"",""Chinaza Uche"",""Ashley Zukerman"",""Shane McRae"",""Remmie Milner"",""Alexandria Riley"",""Reed Birney"",""Laura Innes"",""Jessica Brown Findlay""]"                          , "[""Sci-Fi & Fantasy"",""Drama""]"                                              , active, false   , false   , false  , false      , false       ,           0,             0, 2026-07-13 20:58:19.949967+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  125988, en      , false        , "[""en""]"    , Language: English DD5.1 / ESubs                                     , "[""amazon-prime""]"
02221c29-2645-445d-91aa-d807e308f1a4, The Boys                                , the-boys-2019                               , A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/in1R2dDc421JxsoRWaIIAqVI2KE.jpg                                              , https://image.tmdb.org/t/p/original/bq28ajZaoMyzEIm6REelqyqtEDZ.jpg, https://www.youtube.com/watch?v=test123         ,         2019,      0,       8.6  , Eric Kripke                                                                             , "[""Karl Urban"",""Jack Quaid"",""Antony Starr"",""Erin Moriarty"",""Jessie T. Usher"",""Laz Alonso"",""Chace Crawford"",""Tomer Capone"",""Karen Fukuhara"",""Nathan Mitchell""]"                                 , "[""Sci-Fi & Fantasy"",""Action & Adventure""]"                                 , active, false   , true    , false  , false      , false       ,           0,             0, 2026-04-12 05:11:41.990885+00, 2026-08-01 12:17:01.170013+00, false    ,        999,   76479, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD5.1) + English] / ESubs              , []
03a9531b-221e-459a-8464-815356d5cd03, Surely Tomorrow                         , surely-tomorrow-2025                        , "In their twenties, Lee Kyeong-do and Seo Ji-woo part ways after two passionate relationships. A decade later, they meet again as a reporter who covers an adultery scandal and the wife of the man at the center of that scandal. Reuniting in their late thirties, their youth has passed, but their love remains vivid. Kyeong-do now strives to prove to her and to himself that he still loves her."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://image.tmdb.org/t/p/w500/k9xPcIsxXbc1Xuf45K0FU8yM2m5.jpg                                              , https://image.tmdb.org/t/p/original/2sthhg2okBF91wlwxvFaM4eXiTg.jpg, https://www.youtube.com/watch?v=dVoO8wLcAB8     ,         2025,      0,       4.4  , Im Hyeon-wook                                                                           , "[""Park Seo-jun"",""Won Ji-an"",""Lee El"",""Lee Zoo-young"",""Kang Ki-doong"",""Cho Min-guk"",""Han Eun-seong"",""Kang Mal-geum"",""Lee Joong-hyun"",""Kim Mi-kyeong""]"                                         , "[""Comedy"",""Drama""]"                                                        , active, false   , true    , false  , true       , false       ,           0,             0, 2025-12-30 02:37:10.435147+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  281005, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD2.0) & English] / ESubs              , []
03ec91f3-6b88-4e64-85ee-8c83bfe14a32, Crushology 101                          , crushology-101-2025                         , Bunny is a talented sculpture student with a warm personality but struggles with low self-esteem due to a failed first love.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://image.tmdb.org/t/p/w500/9K4rTjVM9YLsYLeQxgKuea8qonE.jpg                                              , https://image.tmdb.org/t/p/original/oQor5Njbut53tVMa5YBrBZa3Duj.jpg,                                                 ,         2025,      0,       3.8  ,                                                                                         , "[""Roh Jeong-eui"",""Lee Chae-min"",""Cho Jun-young"",""Kim Hyun-jin"",""Choi Ji-su"",""Lee Ji-hoon"",""Hong Min-gi"",""Nam Kyu-hee"",""Kim Jae-hwa"",""Kim Min-chul""]"                                          , "[""Comedy"",""Drama""]"                                                        , active, false   , true    , false  , false      , false       ,           0,             0, 2026-07-11 20:19:22.39766+00 , 2026-08-01 12:17:01.170013+00, false    ,        999,  262828,         , false        , []            ,                                                                     , []
041a15c8-e06c-48a1-ab3b-c7533f7e1032, Stranger Things                         , stranger-things-2016                        , "When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://image.tmdb.org/t/p/w500/cVxVGwHce6xnW8UaVUggaPXbmoE.jpg                                              , https://image.tmdb.org/t/p/original/8zbAoryWbtH0DKdev8abFAjdufy.jpg, https://www.youtube.com/watch?v=PssKpzB0Ah0     ,         2016,      0,       4.3  , "Ross Duffer, Matt Duffer"                                                              , "[""Millie Bobby Brown"",""Winona Ryder"",""David Harbour"",""Finn Wolfhard"",""Gaten Matarazzo"",""Caleb McLaughlin"",""Noah Schnapp"",""Sadie Sink"",""Charlie Heaton"",""Natalia Dyer""]"                       , "[""Sci-Fi & Fantasy"",""Mystery"",""Action & Adventure""]"                     , active, false   , true    , true   , false      , false       ,           0,             0, 2025-12-30 02:10:11.944907+00, 2026-08-01 12:17:01.170013+00, false    ,        999,   66732, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD5.1) + English] / ESubs              , []
04ea18a2-920d-4ab1-8e66-2cd63e0cad64, The House of the Spirits                , the-house-of-the-spirits-2026               , "The epic tale of a proud and passionate family, secret loves, and bloody revolution. The Trueba family's passions, struggles, and secrets span a century of violent social change, culminating in a crisis that hurls the proud, tyrannical patriarch and his beloved granddaughter towards opposite sides of the fence."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://image.tmdb.org/t/p/w500/yb682O0KCZlS5qRydxOytO5A6co.jpg                                              , https://image.tmdb.org/t/p/original/kt87GDnUHXU8F4EHmiafVRAMmak.jpg, https://www.youtube.com/watch?v=KaniPxYVbMU     ,         2026,      0,       3.6  , "Francisca Alegría, Fernanda Urrejola"                                                  , "[""Alfonso Herrera"",""Dolores Fonzi"",""Nicole Wallace"",""Rocío Hernández"",""Juan Pablo Raba"",""Aline Küppenheim"",""Eduard Fernández"",""Fernanda Castillo"",""Sara Becker"",""Fernanda Urrejola""]"         , "[""Drama""]"                                                                   , active, false   , false   , false  , true       , false       ,           0,             0, 2026-04-29 16:00:20.812322+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  259702, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD5.1) + English] / ESubs              , []
076d2c4e-b823-440c-af91-66260f6b373a, Boyfriend on Demand                     , boyfriend-on-demand-2026                    , "Webtoon producer Seo Mi-rae, seeking a risk-free romance, immerses herself in a virtual dating simulation, experiencing love through a digital relationship."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/1WSuH8eK44KDavNggmWhKS5zUCF.jpg                                              , https://image.tmdb.org/t/p/original/1xqUl81vfbnX4iIqC4652J1mvKi.jpg,                                                 ,         2026,      0,       5    , Namgung Do-young                                                                        , "[""JISOO"",""Seo In-guk"",""Gong Min-jeung"",""Lee Hak-ju"",""Kim Ah-young"",""Park Hae-lin"",""Ahn Ha-young"",""Cho Han-cheul"",""Ko Kyu-phil"",""한가을""]"                                                     , "[""Sci-Fi & Fantasy"",""Comedy"",""Drama""]"                                   , active, false   , true    , false  , true       , false       ,           0,             0, 2026-03-06 13:26:37.799456+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  281016, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD5.1) & English] / ESubs              , []
07d30f2a-ae45-4ad4-b9ea-52f4f90c3416, Vimal Khanna                            , vimal-khanna-2026                           , "An accountant accused of killing his brother flees, assumes the identity Vimal Khanna, and faces blackmail while seeking his vanished wife. Survival and accidental heroism drive noir-style rescues and moral choices."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://image.tmdb.org/t/p/w500/x46kt1DCCpDfwp5Xfr12uJtrPN1.jpg                                              , https://image.tmdb.org/t/p/original/x9gBrPP5ZnSdFDfVcdx4CmI7VLb.jpg, https://www.youtube.com/watch?v=dD2hVmpvtpE     ,         2026,      0,            , Abhinav Pareek                                                                          , "[""Sunny Hinduja"",""Isha Talwar"",""Tara Alisha Berry"",""Surjyasikha Das"",""Vinod Suryavanshi"",""Akshay Anand"",""Shakti Singh"",""Manjeet Singh Rathore"",""Piloo Vidyarthi""]"                              , "[""Action & Adventure"",""Crime""]"                                            , active, false   , false   , false  , true       , false       ,           0,             0, 2026-05-16 16:47:36.004104+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  322558, hi      , false        , "[""en""]"    , Language: Hindi DD5.1 / ESubs                                       , []
0a1d5452-1e63-4794-b5a6-013a70f6b39f, Spring Fever                            , spring-fever-2026                           , "After moving to a quiet rural town to heal from past heartbreak, a withdrawn teacher slowly rediscovers warmth and joy through her unexpected connection with a rough-around-the-edges but kindhearted local man."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/50e9qtv8rKmcayAQSgB9P9XELpQ.jpg                                              , https://image.tmdb.org/t/p/original/nRxbtO6OchyepUL2Zr4dpMZsdsX.jpg, https://www.youtube.com/watch?v=0kmSL0dQlWI     ,         2026,      0,       4.2  , Kim A-jung                                                                              , "[""Ahn Bo-hyun"",""Lee Ju-bin"",""Cha Seo-won"",""Cho Jun-young"",""Lee Jae-in"",""Na Young-hee"",""Cho Seung-yeon"",""Im Su-hyung"",""Jin Kyung"",""Bae Jung-nam""]"                                             , "[""Comedy"",""Drama""]"                                                        , active, false   , true    , false  , true       , false       ,           0,             0, 2026-01-06 18:23:13.747017+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  280948, en      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD2.0) & English] / ESubs              , []
0a46e08a-85ee-41c9-9f70-e3c0772a3dc2, Kuttram purindhavan : The Guilty one    , kuttram-purindhavan-the-guilty-one-2025     , "The story follows Bhaskar (Pasupathy), a former government pharmacist whose attempt to help goes wrong when a child goes missing, plunging him into a complex case fraught with guilt, secrets, and moral ambiguity. Gowtham (Vidharth) is the investigating officer, while Esther (Lakshmi Priyaa Chandramouli) is the frantic mother of the missing child.[7][8]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://image.tmdb.org/t/p/w500/2ELw8en4H2PayT6B80kPAUGULXt.jpg                                              , https://image.tmdb.org/t/p/original/fuuIf2raK9MThwaF6e5QZs2q09R.jpg, https://youtu.be/OXLq-1aGRBc?si=Ejo7m0DSHsfObmSl,         2025,      0,            ,                                                                                         , "[""""]"                                                                                                                                                                                                           , "[""""]"                                                                        , active, false   , false   , false  , true       , false       ,           0,             0, 2025-12-30 02:11:59.240314+00, 2026-08-01 12:17:01.170013+00, false    ,        999,  307794, ta      , true         , "[""en""]"    , Language: Dual Audio [Hindi (DD5.1) + Tamil] / ESubs                , []
